n,benign,malicious,tn,fp,fn,tp,accuracy,malware_recall,malware_precision,malware_f1,benign_fpr,balanced_accuracy,roc_auc,partial_auc_max_fpr_0_1
14619,12252,2367,11372,880,311,2056,0.9185306792530269,0.868610054921842,0.7002724795640327,0.7754101452008297,0.07182500816193274,0.8983925233799546,0.9502404511593667,0.8806537178011091
