experiment,process_create,process_term,reg_create_key,reg_write,file_create,image_load,reg_delete_key,net_connect,reg_delete_value,year,label,test
E3612,0.0,0.0,0.0,0.0,15.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E3613,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3614,1.0,2.0,0.0,0.0,7.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3615,0.0,0.0,0.0,0.0,10.0,38.0,0.0,0.0,0.0,2024.0,benign,True
E3616,0.0,1.0,266.0,1306.0,30.0,52.0,1.0,0.0,193.0,2023.0,benign,False
E3617,0.0,0.0,0.0,0.0,9.0,41.0,0.0,0.0,0.0,2021.0,benign,False
E3618,0.0,0.0,8.0,8.0,462.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3619,0.0,0.0,0.0,0.0,49.0,65.0,0.0,2.0,0.0,2024.0,benign,True
E362,0.0,1.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,2022.0,benign,False
E3620,0.0,1.0,0.0,0.0,30.0,58.0,0.0,4.0,0.0,2017.0,malicious,True
E3621,0.0,0.0,8.0,8.0,457.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3622,0.0,1.0,2.0,4.0,19.0,52.0,0.0,2.0,0.0,2017.0,malicious,False
E3623,1.0,1.0,0.0,0.0,69.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E3624,1.0,0.0,0.0,0.0,38.0,67.0,0.0,0.0,0.0,2021.0,malicious,False
E3625,1.0,1.0,0.0,1.0,71.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E3626,0.0,0.0,8.0,8.0,451.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3627,1.0,2.0,115.0,0.0,31.0,109.0,0.0,3.0,1.0,2024.0,benign,True
E3628,1.0,1.0,3.0,7.0,25.0,92.0,0.0,14.0,0.0,2017.0,malicious,True
E3629,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E363,0.0,0.0,8.0,9.0,1106.0,32.0,0.0,4284.0,0.0,2017.0,malicious,True
E3630,1.0,1.0,0.0,0.0,69.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E3631,0.0,0.0,8.0,8.0,470.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3632,1.0,2.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,2023.0,benign,False
E3633,0.0,0.0,8.0,8.0,425.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3634,1.0,1.0,0.0,0.0,18.0,53.0,0.0,0.0,0.0,2017.0,malicious,True
E3635,0.0,0.0,8.0,8.0,479.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3636,1.0,1.0,1.0,4.0,47.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
E3637,1.0,2.0,0.0,0.0,8.0,56.0,0.0,0.0,0.0,2023.0,benign,False
E3638,1.0,0.0,0.0,0.0,14.0,49.0,0.0,0.0,0.0,2016.0,malicious,False
E3639,0.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E364,1.0,0.0,4.0,3.0,31.0,67.0,0.0,0.0,0.0,2017.0,malicious,False
E3640,1.0,1.0,1.0,4.0,47.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
E3641,1.0,2.0,112.0,3.0,52.0,98.0,0.0,3.0,0.0,2022.0,malicious,False
E3642,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3643,1.0,1.0,0.0,0.0,19.0,67.0,0.0,0.0,0.0,2017.0,malicious,False
E3644,221.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3645,0.0,0.0,8.0,8.0,423.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3646,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2023.0,benign,False
E3647,3.0,2.0,113.0,7.0,58.0,172.0,0.0,3.0,0.0,2017.0,malicious,True
E3648,26.0,27.0,38.0,51.0,150.0,729.0,0.0,0.0,11.0,2017.0,malicious,False
E3649,1.0,2.0,114.0,8.0,53.0,120.0,0.0,22.0,0.0,2017.0,malicious,True
E365,0.0,0.0,0.0,0.0,31.0,64.0,0.0,0.0,0.0,2024.0,benign,True
E3650,1.0,2.0,111.0,0.0,65.0,110.0,0.0,3.0,0.0,2017.0,malicious,True
E3651,3.0,3.0,0.0,1.0,44.0,150.0,0.0,13.0,0.0,2024.0,malicious,True
E3652,0.0,1.0,0.0,0.0,10.0,39.0,0.0,0.0,0.0,2020.0,malicious,False
E3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3654,1.0,0.0,0.0,0.0,88.0,95.0,0.0,0.0,0.0,2023.0,benign,False
E3655,2.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3656,1.0,1.0,2.0,0.0,445.0,133.0,0.0,5.0,0.0,2017.0,malicious,True
E3657,1.0,2.0,111.0,0.0,51.0,94.0,0.0,3.0,0.0,2017.0,malicious,False
E3658,0.0,0.0,0.0,0.0,36.0,49.0,0.0,0.0,0.0,2024.0,benign,False
E3659,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,True
E366,1.0,2.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,2021.0,benign,False
E3660,0.0,0.0,0.0,0.0,24.0,49.0,0.0,0.0,0.0,2024.0,benign,True
E3661,0.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,0.0,2024.0,benign,True
E3662,1.0,0.0,0.0,2.0,1358.0,117.0,0.0,0.0,0.0,2019.0,benign,False
E3663,1.0,2.0,0.0,0.0,5.0,39.0,0.0,0.0,0.0,2023.0,malicious,False
E3664,7.0,5.0,277.0,67.0,222.0,506.0,0.0,27.0,9.0,2017.0,malicious,True
E3665,1.0,2.0,118.0,25.0,5090.0,108.0,2.0,3.0,0.0,2017.0,malicious,True
E3666,0.0,0.0,4.0,8.0,51.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E3667,1.0,2.0,111.0,0.0,5006.0,108.0,0.0,3.0,0.0,2017.0,malicious,True
E3668,0.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2017.0,malicious,False
E3669,44.0,38.0,14.0,18.0,538.0,861.0,0.0,17.0,0.0,2017.0,malicious,True
E367,20.0,11.0,2.0,4.0,81.0,493.0,0.0,10.0,0.0,2024.0,malicious,True
E3670,0.0,0.0,3.0,3.0,15.0,54.0,0.0,6.0,0.0,2024.0,malicious,True
E3671,1.0,2.0,0.0,0.0,82.0,112.0,0.0,3.0,0.0,2017.0,malicious,False
E3672,0.0,1.0,0.0,0.0,15.0,50.0,0.0,1.0,0.0,2023.0,malicious,False
E3673,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,True
E3674,1.0,2.0,0.0,0.0,6.0,49.0,0.0,0.0,0.0,2023.0,benign,False
E3675,2.0,2.0,5.0,11.0,71.0,104.0,0.0,4.0,2.0,2017.0,malicious,False
E3676,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,2021.0,malicious,False
E3677,25.0,10.0,198.0,127.0,1648.0,1498.0,2.0,40.0,2.0,2024.0,benign,False
E3678,4.0,5.0,17.0,5.0,123.0,228.0,0.0,0.0,0.0,2023.0,benign,False
E3679,381.0,345.0,0.0,0.0,1802.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E368,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3680,1.0,1.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,2020.0,benign,False
E3681,1.0,2.0,111.0,0.0,55.0,99.0,0.0,3.0,0.0,2017.0,malicious,True
E3682,1.0,1.0,0.0,1.0,70.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E3683,2.0,3.0,1.0,4.0,28.0,81.0,0.0,0.0,0.0,2023.0,malicious,False
E3684,1.0,2.0,0.0,0.0,21.0,62.0,0.0,0.0,0.0,2023.0,benign,False
E3685,0.0,0.0,1.0,0.0,22.0,50.0,0.0,0.0,0.0,2017.0,benign,False
E3686,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2024.0,benign,False
E3687,1.0,0.0,4.0,3.0,35.0,68.0,0.0,0.0,0.0,2020.0,malicious,False
E3688,0.0,0.0,0.0,0.0,18.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E3689,0.0,0.0,0.0,0.0,19.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E369,1.0,2.0,0.0,0.0,11.0,54.0,0.0,0.0,0.0,2024.0,benign,False
E3690,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3691,0.0,0.0,0.0,0.0,28.0,55.0,0.0,0.0,0.0,2021.0,malicious,False
E3692,7.0,8.0,1.0,1.0,64.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E3693,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E3694,1.0,2.0,110.0,4.0,91.0,137.0,0.0,21.0,0.0,2020.0,malicious,False
E3695,0.0,0.0,0.0,0.0,17.0,32.0,0.0,0.0,0.0,2017.0,malicious,True
E3696,1.0,2.0,118.0,25.0,66.0,110.0,2.0,3.0,0.0,2017.0,malicious,True
E3697,0.0,0.0,5.0,8.0,62.0,88.0,0.0,11.0,0.0,2021.0,malicious,False
E3698,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3699,1.0,2.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,2024.0,benign,False
E37,0.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,2024.0,benign,True
E370,1.0,1.0,3.0,7.0,31.0,96.0,0.0,16.0,0.0,2017.0,malicious,True
E3700,1.0,1.0,0.0,0.0,32.0,96.0,0.0,0.0,0.0,2021.0,benign,False
E3701,1.0,2.0,0.0,0.0,5.0,41.0,0.0,0.0,0.0,2017.0,benign,False
E3702,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2024.0,benign,True
E3703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3704,0.0,1.0,2.0,0.0,13.0,50.0,0.0,5.0,0.0,2017.0,malicious,True
E3705,5.0,3.0,10.0,4.0,85.0,207.0,0.0,118.0,0.0,2017.0,malicious,False
E3706,0.0,0.0,0.0,0.0,8.0,29.0,0.0,0.0,0.0,2024.0,benign,False
E3707,1.0,1.0,1.0,4.0,48.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
E3708,41.0,37.0,14.0,18.0,544.0,865.0,0.0,14.0,0.0,2017.0,malicious,False
E3709,1.0,2.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,2024.0,benign,True
E371,0.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,2021.0,benign,False
E3710,0.0,1.0,0.0,0.0,1508.0,23.0,0.0,0.0,0.0,2017.0,malicious,False
E3711,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2023.0,benign,False
E3712,0.0,1.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,2017.0,malicious,False
E3713,1.0,2.0,0.0,366.0,3.0,40.0,0.0,0.0,0.0,2021.0,benign,False
E3714,0.0,0.0,0.0,0.0,10.0,27.0,0.0,0.0,0.0,2024.0,benign,False
E3715,1.0,1.0,0.0,0.0,73.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E3716,1.0,1.0,0.0,1.0,70.0,59.0,0.0,0.0,0.0,2021.0,malicious,False
E3717,1.0,2.0,0.0,0.0,6.0,56.0,0.0,0.0,0.0,2023.0,benign,False
E3718,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E3719,0.0,1.0,0.0,1.0,27.0,47.0,0.0,0.0,0.0,2023.0,benign,False
E372,15.0,13.0,6.0,5.0,59.0,333.0,0.0,19.0,0.0,2017.0,malicious,False
E3720,1.0,2.0,114.0,7.0,65.0,109.0,1.0,3.0,0.0,2023.0,benign,False
E3721,0.0,0.0,3.0,7.0,9.0,48.0,0.0,1.0,0.0,2024.0,malicious,True
E3722,1.0,2.0,5.0,4.0,35.0,72.0,0.0,0.0,0.0,2021.0,benign,False
E3723,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2024.0,benign,False
E3724,1.0,2.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2021.0,benign,False
E3725,2.0,2.0,5.0,13.0,15.0,87.0,0.0,0.0,0.0,2023.0,benign,False
E3726,0.0,1.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,2024.0,benign,False
E3727,0.0,0.0,8.0,8.0,422.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3728,2.0,2.0,6.0,12.0,67.0,104.0,0.0,4.0,2.0,2017.0,malicious,True
E3729,0.0,0.0,0.0,0.0,22.0,44.0,0.0,0.0,0.0,2021.0,benign,False
E373,1.0,2.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,2024.0,benign,False
E3730,5.0,5.0,119.0,5.0,329.0,325.0,0.0,3.0,1.0,2024.0,malicious,True
E3731,0.0,0.0,8.0,8.0,455.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3732,1.0,0.0,7.0,9.0,3124.0,97.0,0.0,1363.0,0.0,2017.0,malicious,True
E3733,3.0,2.0,0.0,3.0,57.0,167.0,0.0,3.0,0.0,2017.0,malicious,False
E3734,0.0,0.0,4.0,3.0,29.0,54.0,0.0,0.0,1.0,2017.0,malicious,False
E3735,0.0,0.0,126.0,2.0,25.0,72.0,0.0,1807.0,0.0,2024.0,benign,True
E3736,26.0,27.0,29.0,37.0,152.0,729.0,0.0,0.0,9.0,2017.0,malicious,False
E3737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E3738,0.0,1.0,0.0,0.0,6.0,40.0,0.0,0.0,0.0,2024.0,benign,False
E3739,5.0,5.0,111.0,0.0,1122.0,235.0,0.0,5.0,0.0,2017.0,malicious,False
E374,0.0,1.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,2024.0,benign,False
E3740,2.0,3.0,111.0,0.0,55.0,131.0,0.0,3.0,0.0,2017.0,malicious,False
E3741,0.0,0.0,0.0,0.0,30.0,47.0,0.0,0.0,0.0,2024.0,benign,True
E3742,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2017.0,malicious,True
E3743,1.0,2.0,0.0,0.0,7.0,54.0,0.0,0.0,0.0,2017.0,malicious,False
E3744,1.0,1.0,0.0,0.0,9.0,64.0,0.0,0.0,0.0,2023.0,benign,False
E3745,0.0,0.0,0.0,0.0,20.0,49.0,0.0,0.0,0.0,2019.0,benign,False
E3746,1.0,1.0,1.0,4.0,49.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
E3747,0.0,0.0,8.0,8.0,482.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3748,0.0,1.0,1.0,1.0,108.0,40.0,0.0,0.0,0.0,2023.0,malicious,False
E3749,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E375,0.0,0.0,2.0,7.0,0.0,40.0,0.0,3.0,0.0,2021.0,malicious,False
E3750,0.0,0.0,0.0,0.0,9.0,28.0,0.0,0.0,0.0,2022.0,benign,False
E3751,3.0,4.0,3.0,4.0,10.0,115.0,0.0,0.0,0.0,2017.0,malicious,True
E3752,1.0,1.0,0.0,0.0,70.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E3753,21.0,14.0,74.0,8.0,263.0,615.0,3.0,0.0,2.0,2024.0,malicious,True
E3754,1.0,2.0,111.0,0.0,54.0,103.0,0.0,3.0,0.0,2017.0,malicious,False
E3755,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3756,0.0,1.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,2024.0,benign,True
E3757,2.0,2.0,1.0,5.0,37.0,83.0,0.0,0.0,0.0,2017.0,malicious,True
E3758,36.0,31.0,13.0,17.0,534.0,735.0,0.0,21.0,0.0,2017.0,malicious,False
E3759,0.0,0.0,0.0,0.0,11.0,36.0,0.0,0.0,0.0,2020.0,malicious,False
E376,1.0,0.0,0.0,0.0,33.0,76.0,0.0,0.0,0.0,2024.0,benign,False
E3760,0.0,0.0,10.0,10.0,453.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3761,1.0,2.0,118.0,25.0,5861.0,108.0,2.0,3.0,0.0,2017.0,malicious,True
E3762,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E3763,0.0,1.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,2024.0,benign,False
E3764,0.0,0.0,0.0,0.0,14.0,34.0,0.0,0.0,0.0,2021.0,benign,False
E3765,1.0,2.0,111.0,0.0,54.0,96.0,0.0,3.0,0.0,2017.0,malicious,True
E3766,0.0,1.0,3.0,7.0,29.0,58.0,0.0,4.0,0.0,2017.0,malicious,False
E3767,0.0,0.0,8.0,8.0,448.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3768,0.0,0.0,1.0,0.0,9.0,36.0,0.0,0.0,0.0,2022.0,malicious,False
E3769,1.0,1.0,2.0,5.0,46.0,117.0,0.0,1.0,0.0,2023.0,malicious,False
E377,0.0,0.0,8.0,8.0,457.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3770,0.0,0.0,0.0,0.0,19.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E3771,1.0,2.0,0.0,0.0,2.0,51.0,0.0,0.0,0.0,2023.0,benign,False
E3772,317.0,166.0,59.0,63.0,642.0,5261.0,0.0,6.0,0.0,2017.0,malicious,True
E3773,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,2023.0,benign,False
E3774,0.0,0.0,0.0,0.0,12.0,25.0,0.0,0.0,0.0,2024.0,benign,False
E3775,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2023.0,benign,False
E3776,1.0,2.0,118.0,25.0,4544.0,108.0,2.0,3.0,0.0,2017.0,malicious,False
E3777,0.0,0.0,0.0,0.0,11.0,42.0,0.0,0.0,0.0,2020.0,malicious,False
E3778,1.0,2.0,118.0,25.0,52.0,100.0,2.0,3.0,0.0,2017.0,malicious,True
E3779,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E378,1.0,2.0,0.0,0.0,75.0,110.0,0.0,3.0,0.0,2017.0,benign,False
E3780,0.0,1.0,23.0,15.0,36.0,62.0,0.0,0.0,2.0,2017.0,malicious,True
E3781,1.0,2.0,115.0,0.0,61.0,111.0,0.0,3.0,0.0,2017.0,malicious,True
E3782,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3783,11.0,2.0,138.0,22.0,766.0,753.0,0.0,32.0,2.0,2017.0,malicious,False
E3784,1.0,2.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,2023.0,benign,False
E3785,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,2017.0,malicious,False
E3786,0.0,0.0,4.0,1.0,787.0,46.0,0.0,25.0,0.0,2017.0,malicious,True
E3787,5.0,4.0,3.0,10.0,67.0,245.0,0.0,0.0,0.0,2017.0,malicious,False
E3788,0.0,0.0,15.0,4.0,76.0,76.0,0.0,0.0,0.0,2023.0,benign,False
E3789,0.0,0.0,4.0,8.0,49.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E379,1.0,1.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,2019.0,benign,False
E3790,0.0,0.0,5.0,0.0,78.0,92.0,0.0,1.0,0.0,2017.0,malicious,False
E3791,100.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E3792,1.0,1.0,0.0,1.0,68.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E3793,0.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,2024.0,benign,True
E3794,1.0,2.0,118.0,25.0,71.0,113.0,2.0,3.0,0.0,2017.0,malicious,True
E3795,0.0,0.0,2.0,1.0,5045.0,36.0,0.0,9.0,0.0,2017.0,malicious,False
E3796,0.0,0.0,4.0,8.0,46.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E3797,0.0,0.0,8.0,8.0,433.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3798,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3799,1.0,1.0,0.0,0.0,31.0,82.0,0.0,0.0,0.0,2017.0,malicious,False
E38,1.0,2.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2020.0,malicious,False
E380,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,True
E3800,0.0,0.0,0.0,0.0,76.0,46.0,0.0,0.0,0.0,2017.0,benign,False
E3801,161.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3802,1.0,2.0,111.0,0.0,51.0,94.0,0.0,3.0,0.0,2017.0,malicious,False
E3803,0.0,1.0,0.0,0.0,10.0,33.0,0.0,0.0,0.0,2023.0,benign,False
E3804,43.0,38.0,8.0,12.0,548.0,859.0,0.0,12.0,0.0,2017.0,malicious,True
E3805,8.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E3806,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E3807,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E3808,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3809,36.0,37.0,120.0,23.0,997.0,1135.0,0.0,12.0,0.0,2017.0,malicious,False
E381,18.0,11.0,409.0,94.0,806.0,1091.0,0.0,40.0,10.0,2017.0,malicious,True
E3810,0.0,0.0,3.0,3.0,13.0,54.0,0.0,6.0,0.0,2024.0,malicious,True
E3811,7.0,8.0,0.0,0.0,62.0,224.0,0.0,0.0,0.0,2017.0,malicious,False
E3812,1.0,2.0,0.0,0.0,5.0,56.0,0.0,0.0,0.0,2017.0,malicious,True
E3813,1.0,2.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,2020.0,malicious,False
E3814,0.0,0.0,0.0,0.0,6.0,45.0,0.0,112.0,0.0,2024.0,malicious,True
E3815,7.0,8.0,0.0,0.0,64.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E3816,1.0,2.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2023.0,benign,False
E3817,0.0,1.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,2020.0,benign,False
E3818,4.0,5.0,113.0,5.0,102.0,205.0,0.0,3.0,0.0,2017.0,malicious,True
E3819,1.0,0.0,1.0,0.0,34.0,120.0,0.0,5.0,0.0,2020.0,malicious,False
E382,0.0,0.0,0.0,0.0,11.0,27.0,0.0,0.0,0.0,2023.0,benign,False
E3820,1.0,2.0,111.0,0.0,54.0,108.0,0.0,3.0,0.0,2017.0,malicious,False
E3821,1.0,2.0,111.0,0.0,61.0,112.0,0.0,3.0,0.0,2017.0,malicious,False
E3822,1.0,1.0,1.0,0.0,27.0,55.0,0.0,2.0,0.0,2017.0,malicious,True
E3823,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2023.0,benign,False
E3824,11.0,6.0,145.0,34.0,754.0,753.0,0.0,32.0,8.0,2017.0,malicious,True
E3825,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,2021.0,benign,False
E3826,2.0,2.0,2.0,1.0,21.0,85.0,0.0,941.0,0.0,2017.0,malicious,True
E3827,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E3828,54.0,47.0,12.0,16.0,545.0,1048.0,0.0,16.0,0.0,2017.0,malicious,True
E3829,0.0,0.0,4.0,8.0,46.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E383,0.0,1.0,110.0,0.0,17.0,63.0,0.0,2.0,0.0,2023.0,benign,False
E3830,44.0,39.0,12.0,16.0,540.0,861.0,0.0,18.0,0.0,2017.0,malicious,False
E3831,0.0,0.0,8.0,8.0,482.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3832,0.0,0.0,1.0,3.0,14.0,55.0,0.0,3.0,0.0,2017.0,malicious,False
E3833,1.0,2.0,0.0,0.0,14.0,68.0,0.0,0.0,0.0,2020.0,benign,False
E3834,313.0,25.0,54.0,49.0,879.0,6098.0,0.0,8.0,1.0,2017.0,malicious,True
E3835,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E3836,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2022.0,malicious,False
E3837,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E3838,1.0,2.0,111.0,0.0,4402.0,108.0,0.0,3.0,0.0,2017.0,malicious,False
E3839,0.0,1.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,2023.0,benign,False
E384,0.0,0.0,8.0,8.0,426.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E3840,1.0,1.0,1.0,4.0,44.0,97.0,0.0,0.0,0.0,2017.0,malicious,False
E3841,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E3842,1.0,1.0,1.0,0.0,3.0,59.0,0.0,1.0,0.0,2024.0,malicious,True
E3843,1.0,2.0,0.0,0.0,3.0,49.0,0.0,0.0,0.0,2024.0,benign,True
E3844,1.0,2.0,226.0,0.0,106.0,165.0,0.0,6.0,0.0,2024.0,malicious,True
E3845,1.0,0.0,1.0,11.0,95.0,113.0,0.0,0.0,0.0,2024.0,benign,False
E3846,0.0,1.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,2020.0,benign,False
E3847,1.0,2.0,111.0,0.0,53.0,102.0,0.0,3.0,0.0,2017.0,malicious,True
E3848,0.0,1.0,118.0,35.0,11.0,99.0,0.0,2.0,1.0,2024.0,benign,True
E3849,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E385,7.0,1.0,0.0,0.0,65.0,224.0,0.0,0.0,0.0,2017.0,malicious,False
E3850,2.0,2.0,125.0,0.0,89.0,180.0,0.0,3.0,0.0,2017.0,malicious,False
E3851,0.0,0.0,3.0,7.0,14.0,51.0,0.0,13.0,0.0,2022.0,malicious,False
E3852,1.0,0.0,13.0,61.0,41.0,98.0,0.0,1.0,0.0,2017.0,malicious,True
E3853,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2024.0,benign,False
E3854,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E3855,0.0,0.0,8.0,8.0,463.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3856,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2024.0,benign,False
E3857,1.0,2.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,2024.0,benign,False
E3858,0.0,0.0,8.0,8.0,438.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E3859,0.0,0.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,2020.0,malicious,False
E386,0.0,0.0,0.0,0.0,9.0,33.0,0.0,0.0,0.0,2023.0,benign,False
