experiment,process_create,process_term,reg_create_key,reg_write,file_create,image_load,reg_delete_key,net_connect,reg_delete_value,year,label,test
E39599,1.0,2.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,2023.0,malicious,False
E39600,0.0,0.0,1.0,0.0,29.0,55.0,0.0,5.0,0.0,2021.0,malicious,False
E39601,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39602,0.0,0.0,0.0,0.0,17.0,44.0,0.0,0.0,0.0,2023.0,benign,False
E39603,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E39604,1.0,2.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,2024.0,benign,False
E39605,12.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E39606,6.0,6.0,0.0,0.0,57.0,157.0,0.0,2.0,0.0,2017.0,malicious,False
E39607,0.0,0.0,1.0,16.0,4.0,23.0,0.0,0.0,0.0,2024.0,benign,True
E39608,0.0,1.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,2023.0,benign,False
E39609,0.0,0.0,0.0,0.0,6.0,32.0,0.0,0.0,0.0,2024.0,benign,True
E39610,1.0,0.0,4.0,3.0,34.0,67.0,0.0,0.0,0.0,2020.0,malicious,False
E39611,0.0,0.0,0.0,0.0,9.0,28.0,0.0,0.0,0.0,2021.0,benign,False
E39612,0.0,0.0,110.0,4.0,308.0,137.0,0.0,0.0,0.0,2024.0,benign,True
E39613,1.0,2.0,0.0,0.0,4.0,39.0,0.0,0.0,0.0,2024.0,benign,True
E39614,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39615,166.0,131.0,160.0,160.0,2230.0,9018.0,0.0,0.0,0.0,2017.0,malicious,True
E39616,0.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,2017.0,malicious,True
E39617,0.0,0.0,0.0,0.0,10.0,32.0,0.0,0.0,0.0,2021.0,benign,False
E39618,0.0,0.0,4.0,8.0,48.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E39619,0.0,1.0,5.0,9.0,29.0,58.0,0.0,4.0,0.0,2017.0,malicious,False
E39620,152.0,115.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E39621,0.0,1.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,2022.0,benign,False
E39622,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39623,0.0,0.0,4.0,1.0,806.0,46.0,0.0,25.0,0.0,2017.0,malicious,True
E39624,0.0,0.0,5.0,1.0,16.0,37.0,0.0,0.0,0.0,2023.0,benign,False
E39625,0.0,0.0,4.0,8.0,48.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E39626,0.0,1.0,3.0,7.0,11.0,51.0,0.0,1.0,0.0,2020.0,malicious,False
E39627,36.0,25.0,10.0,14.0,531.0,735.0,0.0,20.0,0.0,2017.0,malicious,False
E39628,0.0,0.0,0.0,0.0,14.0,36.0,0.0,0.0,0.0,2024.0,malicious,True
E39629,2.0,1.0,0.0,0.0,73.0,148.0,0.0,0.0,0.0,2017.0,malicious,False
E39630,0.0,0.0,1.0,0.0,791.0,46.0,0.0,24.0,0.0,2017.0,malicious,True
E39631,4.0,5.0,120.0,30.0,100.0,205.0,2.0,3.0,0.0,2017.0,malicious,False
E39632,1.0,2.0,0.0,0.0,3.0,53.0,0.0,0.0,0.0,2023.0,benign,False
E39633,7.0,8.0,0.0,0.0,64.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E39634,0.0,0.0,10.0,10.0,482.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39635,7.0,3.0,23.0,40.0,9126.0,400.0,1.0,0.0,1.0,2017.0,malicious,True
E39636,0.0,0.0,0.0,0.0,8.0,33.0,0.0,0.0,0.0,2021.0,malicious,False
E39637,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2024.0,benign,True
E39638,0.0,0.0,8.0,8.0,449.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39639,16.0,10.0,315.0,132.0,909.0,981.0,2.0,36.0,2.0,2021.0,benign,False
E39640,0.0,1.0,0.0,0.0,10.0,33.0,0.0,0.0,0.0,2017.0,malicious,False
E39641,334.0,293.0,0.0,0.0,1590.0,6365.0,0.0,0.0,0.0,2017.0,malicious,False
E39642,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39643,0.0,0.0,10.0,10.0,413.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39644,1.0,2.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,2021.0,benign,False
E39645,36.0,31.0,15.0,19.0,535.0,734.0,0.0,18.0,0.0,2017.0,malicious,True
E39646,0.0,0.0,7.0,15.0,565.0,48.0,0.0,0.0,0.0,2017.0,malicious,False
E39647,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39648,1.0,1.0,0.0,1.0,72.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E39649,0.0,1.0,0.0,0.0,28.0,40.0,0.0,0.0,0.0,2021.0,malicious,False
E39650,0.0,0.0,2.0,7.0,56.0,57.0,0.0,8.0,1.0,2017.0,malicious,False
E39651,7.0,3.0,23.0,40.0,9277.0,400.0,1.0,0.0,1.0,2017.0,malicious,False
E39652,1.0,2.0,122.0,25.0,63.0,111.0,2.0,3.0,0.0,2017.0,malicious,True
E39653,1.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,2023.0,benign,False
E39654,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2024.0,benign,False
E39655,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2024.0,benign,False
E39656,0.0,0.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,2021.0,malicious,False
E39657,1.0,1.0,17.0,16.0,48.0,109.0,0.0,0.0,5.0,2024.0,benign,True
E39658,1.0,1.0,5.0,8.0,61.0,122.0,0.0,3.0,0.0,2021.0,malicious,False
E39659,0.0,1.0,5.0,9.0,29.0,58.0,0.0,5.0,0.0,2017.0,malicious,False
E39660,0.0,0.0,8.0,8.0,439.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E39661,511.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E39662,1.0,2.0,0.0,0.0,3.0,54.0,0.0,0.0,0.0,2017.0,malicious,False
E39663,0.0,1.0,0.0,0.0,26.0,62.0,0.0,0.0,0.0,2024.0,benign,True
E39664,1.0,2.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,2023.0,benign,False
E39665,528.0,485.0,20.0,6.0,109.0,7518.0,0.0,0.0,1.0,2017.0,malicious,False
E39666,1.0,1.0,1.0,4.0,30.0,83.0,0.0,0.0,0.0,2017.0,malicious,True
E39667,0.0,0.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,2024.0,benign,True
E39668,0.0,0.0,0.0,0.0,24.0,45.0,0.0,0.0,0.0,2021.0,benign,False
E39669,3.0,3.0,1.0,4.0,21.0,123.0,0.0,0.0,0.0,2022.0,benign,False
E39670,3.0,2.0,113.0,7.0,55.0,167.0,0.0,3.0,0.0,2017.0,malicious,False
E39671,0.0,0.0,0.0,0.0,2.0,45.0,0.0,92.0,0.0,2024.0,malicious,True
E39672,3.0,4.0,111.0,0.0,146.0,242.0,0.0,6.0,0.0,2017.0,malicious,False
E39673,509.0,454.0,680.0,668.0,6761.0,27540.0,0.0,0.0,0.0,2017.0,malicious,True
E39674,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2024.0,benign,True
E39675,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2024.0,benign,False
E39676,1.0,2.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,2023.0,benign,False
E39677,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39678,1.0,2.0,114.0,1.0,54.0,105.0,1.0,3.0,0.0,2024.0,malicious,True
E39679,0.0,0.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,2020.0,malicious,False
E39680,1.0,2.0,111.0,0.0,56.0,99.0,0.0,3.0,0.0,2017.0,malicious,True
E39681,1.0,0.0,0.0,0.0,183.0,81.0,0.0,0.0,0.0,2024.0,benign,False
E39682,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39683,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2022.0,benign,False
E39684,1.0,2.0,111.0,0.0,4555.0,108.0,0.0,3.0,0.0,2017.0,malicious,True
E39685,0.0,0.0,8.0,8.0,460.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39686,0.0,1.0,7.0,1.0,48.0,89.0,0.0,0.0,2.0,2017.0,malicious,False
E39687,1.0,2.0,111.0,0.0,5079.0,108.0,0.0,3.0,0.0,2017.0,malicious,True
E39688,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39689,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E39690,3.0,1.0,23.0,21.0,131.0,234.0,0.0,4.0,0.0,2017.0,malicious,False
E39691,1.0,1.0,0.0,0.0,3.0,52.0,0.0,0.0,0.0,2024.0,benign,False
E39692,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39693,1.0,1.0,0.0,1.0,1441.0,72.0,0.0,0.0,0.0,2017.0,malicious,True
E39694,0.0,1.0,5.0,9.0,29.0,58.0,0.0,4.0,0.0,2017.0,malicious,True
E39695,2.0,3.0,0.0,0.0,39.0,148.0,0.0,3.0,0.0,2021.0,benign,False
E39696,1.0,2.0,111.0,0.0,84.0,137.0,0.0,4.0,0.0,2024.0,benign,True
E39697,0.0,0.0,7.0,1.0,25.0,56.0,0.0,4.0,0.0,2020.0,malicious,False
E39698,0.0,0.0,4.0,8.0,49.0,91.0,0.0,6.0,0.0,2016.0,malicious,False
E39699,1.0,1.0,1.0,4.0,32.0,83.0,0.0,0.0,0.0,2017.0,malicious,True
E39700,0.0,0.0,9.0,1684.0,64.0,77.0,0.0,13.0,1.0,2018.0,malicious,False
E39701,10.0,5.0,1.0,4.0,65.0,223.0,0.0,10.0,0.0,2023.0,malicious,False
E39702,1.0,1.0,1.0,4.0,55.0,112.0,0.0,0.0,0.0,2017.0,malicious,True
E39703,1.0,1.0,2.0,1.0,71.0,119.0,0.0,2.0,0.0,2017.0,malicious,False
E39704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E39705,207.0,186.0,13.0,1.0,324.0,3265.0,0.0,0.0,0.0,2017.0,malicious,False
E39706,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39707,1.0,0.0,0.0,1.0,1367.0,130.0,0.0,0.0,0.0,2021.0,benign,False
E39708,1.0,0.0,0.0,2.0,1346.0,130.0,0.0,0.0,0.0,2023.0,benign,False
E39709,1.0,0.0,0.0,0.0,421.0,132.0,0.0,0.0,0.0,2022.0,benign,False
E39710,378.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E39711,3.0,4.0,2.0,1.0,473.0,122.0,0.0,5.0,0.0,2017.0,malicious,True
E39712,5.0,4.0,3.0,10.0,68.0,245.0,0.0,0.0,0.0,2017.0,malicious,True
E39713,1.0,0.0,0.0,0.0,69.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E39714,0.0,0.0,1.0,0.0,4.0,25.0,0.0,0.0,0.0,2021.0,benign,False
E39715,18.0,15.0,9.0,13.0,525.0,417.0,0.0,16.0,0.0,2017.0,malicious,False
E39716,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39717,1.0,0.0,0.0,0.0,14.0,49.0,0.0,0.0,0.0,2016.0,malicious,False
E39718,1.0,0.0,4.0,8.0,2928.0,97.0,0.0,1356.0,0.0,2017.0,malicious,True
E39719,1.0,1.0,0.0,0.0,69.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E39720,0.0,0.0,0.0,0.0,22.0,40.0,0.0,0.0,0.0,2017.0,benign,False
E39721,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E39722,7.0,8.0,24.0,28.0,64.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E39723,0.0,1.0,0.0,0.0,28.0,62.0,0.0,0.0,0.0,2024.0,benign,True
E39724,1.0,2.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,2024.0,benign,False
E39725,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,2017.0,malicious,True
E39726,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39727,1.0,2.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,2024.0,benign,False
E39728,0.0,1.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,2017.0,malicious,True
E39729,1.0,2.0,0.0,0.0,9.0,50.0,0.0,0.0,0.0,2024.0,benign,True
E39730,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39731,1.0,1.0,0.0,0.0,10.0,36.0,0.0,0.0,0.0,2021.0,malicious,False
E39732,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,2020.0,benign,False
E39733,0.0,1.0,23.0,15.0,45.0,62.0,0.0,0.0,2.0,2017.0,malicious,True
E39734,0.0,1.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,2024.0,benign,True
E39735,2.0,2.0,0.0,0.0,39.0,139.0,0.0,3.0,0.0,2023.0,benign,False
E39736,0.0,0.0,8.0,8.0,431.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E39737,47.0,41.0,19.0,23.0,546.0,924.0,0.0,20.0,0.0,2017.0,malicious,True
E39738,1.0,0.0,13.0,61.0,44.0,98.0,0.0,0.0,0.0,2017.0,malicious,True
E39739,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39740,0.0,1.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,2024.0,benign,False
E39741,0.0,1.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,2024.0,benign,False
E39742,1.0,2.0,0.0,0.0,4.0,46.0,0.0,0.0,0.0,2022.0,benign,False
E39743,7.0,5.0,3.0,6.0,73.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E39744,1.0,2.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,2024.0,benign,True
E39745,3.0,4.0,0.0,0.0,7.0,88.0,0.0,0.0,0.0,2021.0,malicious,False
E39746,1.0,0.0,1.0,1.0,60.0,106.0,0.0,0.0,0.0,2023.0,benign,False
E39747,1.0,2.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,2020.0,malicious,False
E39748,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,2024.0,benign,False
E39749,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2023.0,benign,False
E39750,4.0,4.0,1.0,2.0,48.0,118.0,0.0,2.0,0.0,2017.0,malicious,True
E39751,170.0,147.0,192.0,192.0,2300.0,9234.0,0.0,0.0,0.0,2017.0,malicious,True
E39752,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39753,1.0,2.0,118.0,25.0,10616.0,108.0,2.0,3.0,0.0,2017.0,malicious,True
E39754,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39755,1.0,2.0,0.0,0.0,64.0,96.0,0.0,3.0,0.0,2017.0,malicious,True
E39756,1.0,1.0,0.0,0.0,74.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E39757,0.0,0.0,0.0,0.0,10.0,31.0,0.0,0.0,0.0,2017.0,malicious,True
E39758,1.0,1.0,1.0,4.0,34.0,83.0,0.0,0.0,0.0,2017.0,malicious,True
E39759,24.0,25.0,141.0,112.0,189.0,1408.0,0.0,0.0,14.0,2024.0,malicious,True
E39760,0.0,1.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,2024.0,benign,True
E39761,0.0,0.0,0.0,0.0,21.0,49.0,0.0,0.0,0.0,2024.0,benign,True
E39762,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E39763,2.0,3.0,0.0,0.0,11.0,63.0,0.0,0.0,0.0,2020.0,malicious,False
E39764,0.0,0.0,10.0,10.0,442.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39765,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2023.0,benign,False
E39766,14.0,7.0,291.0,69.0,814.0,866.0,0.0,38.0,10.0,2017.0,malicious,True
E39767,0.0,1.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,2024.0,benign,False
E39768,0.0,0.0,4.0,8.0,49.0,91.0,0.0,6.0,0.0,2017.0,malicious,True
E39769,1.0,2.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,2024.0,benign,False
E39770,1.0,2.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2023.0,benign,False
E39771,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2023.0,benign,False
E39772,1.0,2.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,2021.0,benign,False
E39773,0.0,1.0,0.0,0.0,11.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39774,1.0,1.0,3.0,4.0,49.0,125.0,0.0,7.0,0.0,2017.0,malicious,False
E39775,0.0,0.0,0.0,0.0,11.0,41.0,0.0,0.0,0.0,2021.0,benign,False
E39776,0.0,1.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,2024.0,benign,False
E39777,1.0,2.0,115.0,9.0,316.0,206.0,0.0,7.0,2.0,2021.0,benign,False
E39778,4.0,5.0,0.0,0.0,645.0,91.0,0.0,0.0,0.0,2017.0,malicious,False
E39779,14.0,9.0,630.0,78.0,424.0,945.0,0.0,35.0,10.0,2017.0,malicious,True
E39780,0.0,0.0,0.0,0.0,34.0,57.0,0.0,0.0,0.0,2024.0,benign,True
E39781,0.0,0.0,1.0,0.0,7.0,28.0,0.0,0.0,0.0,2024.0,benign,True
E39782,1.0,2.0,115.0,0.0,62.0,111.0,0.0,3.0,0.0,2017.0,malicious,True
E39783,0.0,0.0,0.0,3.0,10.0,45.0,0.0,15.0,0.0,2022.0,malicious,False
E39784,2.0,3.0,111.0,0.0,60.0,135.0,0.0,3.0,0.0,2021.0,malicious,False
E39785,4.0,5.0,113.0,5.0,104.0,205.0,0.0,3.0,0.0,2017.0,malicious,True
E39786,7.0,8.0,0.0,0.0,65.0,224.0,0.0,0.0,0.0,2017.0,malicious,True
E39787,1.0,1.0,0.0,0.0,34.0,112.0,0.0,3.0,0.0,2023.0,malicious,False
E39788,0.0,0.0,10.0,10.0,443.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39789,0.0,1.0,3.0,17.0,55.0,57.0,0.0,0.0,0.0,2022.0,benign,False
E39790,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2022.0,malicious,False
E39791,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39792,9.0,6.0,0.0,0.0,63.0,220.0,0.0,10.0,0.0,2024.0,malicious,True
E39793,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2024.0,malicious,True
E39794,1.0,2.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0,2024.0,benign,False
E39795,1.0,2.0,0.0,0.0,7.0,47.0,0.0,0.0,0.0,2023.0,benign,False
E39796,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2023.0,benign,False
E39797,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2022.0,benign,False
E39798,0.0,0.0,8.0,8.0,436.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E39799,335.0,303.0,0.0,0.0,1585.0,6384.0,0.0,0.0,0.0,2017.0,malicious,True
E39800,1.0,2.0,115.0,20.0,55.0,96.0,1.0,3.0,0.0,2017.0,malicious,True
E39801,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E39802,1.0,2.0,1.0,1.0,390.0,62.0,0.0,0.0,0.0,2017.0,malicious,True
E39803,1.0,1.0,0.0,1.0,67.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E39804,0.0,1.0,1.0,2.0,0.0,15.0,0.0,0.0,0.0,2023.0,benign,False
E39805,1.0,1.0,1.0,4.0,49.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
E39806,291.0,276.0,1.0,1.0,1373.0,5548.0,0.0,0.0,0.0,2017.0,malicious,True
E39807,0.0,0.0,0.0,0.0,0.0,43.0,0.0,13.0,0.0,2022.0,malicious,False
E39808,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39809,0.0,0.0,4.0,8.0,45.0,91.0,0.0,6.0,0.0,2022.0,malicious,False
E39810,1.0,1.0,0.0,0.0,70.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E39811,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,2019.0,benign,False
E39812,1.0,0.0,0.0,0.0,89.0,78.0,0.0,0.0,0.0,2024.0,benign,True
E39813,0.0,0.0,1.0,1.0,55.0,69.0,0.0,0.0,1.0,2024.0,benign,True
E39814,1.0,2.0,111.0,0.0,84.0,132.0,0.0,3.0,0.0,2017.0,malicious,False
E39815,1.0,0.0,0.0,0.0,71.0,59.0,0.0,0.0,0.0,2017.0,malicious,True
E39816,2.0,3.0,111.0,0.0,94.0,190.0,0.0,6.0,0.0,2021.0,malicious,False
E39817,0.0,1.0,0.0,0.0,11.0,31.0,0.0,0.0,0.0,2024.0,benign,True
E39818,469.0,388.0,294.0,93.0,1210.0,8720.0,1.0,10.0,4.0,2017.0,malicious,False
E39819,43.0,38.0,8.0,12.0,552.0,849.0,0.0,13.0,0.0,2017.0,malicious,False
E39820,0.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,2017.0,malicious,True
E39821,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,True
E39822,1.0,2.0,111.0,0.0,61.0,111.0,0.0,3.0,0.0,2020.0,malicious,False
E39823,202.0,174.0,235.0,4.0,100.0,797.0,0.0,6.0,0.0,2017.0,benign,False
E39824,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2023.0,benign,False
E39825,1.0,2.0,0.0,0.0,3.0,39.0,0.0,0.0,0.0,2022.0,benign,False
E39826,0.0,0.0,8.0,8.0,458.0,35.0,0.0,0.0,0.0,2017.0,malicious,True
E39827,1.0,2.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,2020.0,malicious,False
E39828,0.0,1.0,4.0,7.0,45.0,78.0,1.0,0.0,2.0,2017.0,malicious,True
E39829,0.0,1.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39830,1.0,1.0,1.0,4.0,33.0,83.0,0.0,0.0,0.0,2017.0,malicious,True
E39831,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,2021.0,malicious,False
E39832,1.0,1.0,8.0,21.0,94.0,151.0,0.0,2.0,0.0,2017.0,malicious,True
E39833,1.0,1.0,0.0,0.0,73.0,59.0,0.0,0.0,0.0,2021.0,malicious,False
E39834,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2024.0,benign,True
E39835,0.0,1.0,0.0,0.0,31.0,58.0,0.0,4.0,0.0,2017.0,malicious,False
E39836,1.0,0.0,0.0,0.0,35.0,67.0,0.0,0.0,0.0,2020.0,malicious,False
E39837,0.0,1.0,0.0,0.0,20.0,52.0,0.0,0.0,0.0,2021.0,benign,False
E39838,1.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,2023.0,benign,False
E39839,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017.0,malicious,False
E39840,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2024.0,benign,False
E39841,0.0,1.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,2021.0,benign,False
E39842,1.0,1.0,1.0,1.0,10.0,36.0,0.0,0.0,0.0,2020.0,malicious,False
E39843,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,2021.0,benign,False
E39844,1.0,2.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,2019.0,benign,False
E39845,26.0,27.0,79.0,84.0,153.0,729.0,0.0,0.0,17.0,2017.0,malicious,True
E39846,5.0,4.0,119.0,25.0,134.0,234.0,2.0,5.0,0.0,2017.0,malicious,False
E39847,1.0,2.0,118.0,25.0,9071.0,108.0,2.0,3.0,0.0,2017.0,malicious,False
E39848,0.0,1.0,0.0,0.0,8.0,38.0,0.0,0.0,0.0,2017.0,malicious,True
E39849,0.0,1.0,6.0,7.0,48.0,78.0,1.0,0.0,2.0,2017.0,malicious,True
E39850,1012.0,943.0,12.0,5.0,4799.0,19247.0,0.0,0.0,0.0,2017.0,malicious,True
E39851,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,2024.0,benign,False
E39852,35.0,26.0,11.0,15.0,543.0,702.0,0.0,18.0,0.0,2017.0,malicious,False
E39853,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,2022.0,malicious,False
E39854,1.0,0.0,0.0,0.0,324.0,106.0,0.0,0.0,0.0,2022.0,benign,False
E39855,4.0,5.0,0.0,0.0,34.0,143.0,0.0,0.0,0.0,2020.0,malicious,False
E39856,0.0,1.0,0.0,0.0,9.0,38.0,0.0,0.0,0.0,2017.0,malicious,True
E39857,187.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,False
E39858,0.0,0.0,6.0,1.0,20.0,42.0,0.0,10.0,0.0,2021.0,malicious,False
E39859,1.0,0.0,0.0,2.0,1394.0,128.0,0.0,0.0,0.0,2023.0,benign,False
E39860,0.0,0.0,3.0,7.0,14.0,55.0,0.0,3.0,0.0,2017.0,malicious,False
E39861,1.0,2.0,1.0,0.0,31.0,73.0,0.0,0.0,0.0,2024.0,benign,False
E39862,102.0,84.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,2017.0,malicious,True
E39863,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2017.0,malicious,False
E39864,2.0,3.0,112.0,0.0,57.0,123.0,0.0,3.0,0.0,2023.0,benign,False
E39865,1.0,1.0,0.0,0.0,70.0,59.0,0.0,0.0,0.0,2017.0,malicious,False
E39866,0.0,1.0,4.0,0.0,4.0,19.0,0.0,0.0,0.0,2024.0,benign,False
E39867,0.0,1.0,0.0,0.0,13.0,24.0,0.0,0.0,0.0,2020.0,malicious,False
E39868,1.0,2.0,0.0,0.0,27.0,73.0,0.0,0.0,0.0,2024.0,benign,False
E39869,0.0,0.0,10.0,10.0,476.0,35.0,0.0,0.0,0.0,2017.0,malicious,False
E39870,1.0,1.0,0.0,1.0,1310.0,80.0,0.0,0.0,0.0,2017.0,malicious,False
E39871,0.0,1.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,2023.0,benign,False
E39872,1.0,1.0,1.0,4.0,52.0,97.0,0.0,0.0,0.0,2024.0,malicious,True
